amount,asset_description,cap_gains_over_200_usd,disclosure_date,disclosure_year,district,owner,ptr_link,representative,ticker,transaction_date,type
"$1,000 - $15,000",Intuit Inc,False,3/18/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Josh Gottheimer,INTU,2/3/2022,purchase
"$1,000 - $15,000",Intuit Inc,False,7/22/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021351.pdf,Josh Gottheimer,INTU,6/14/2022,sale_partial
"$1,000 - $15,000",Intuit Inc,False,4/17/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020786.pdf,Josh Gottheimer,INTU,3/15/2022,sale_partial
"$1,000 - $15,000",Intuit Inc,False,2/11/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020423.pdf,Kathy Manning,INTU,8/24/2021,sale_partial
"$1,000 - $15,000",Intuit Inc,False,2/11/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020423.pdf,Kathy Manning,INTU,11/15/2021,sale_partial
"$1,000 - $15,000",Intuit Inc,False,10/13/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019593.pdf,Josh Gottheimer,INTU,9/29/2021,purchase
"$1,000 - $15,000",Intuit Inc,False,11/15/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019761.pdf,Josh Gottheimer,INTU,10/19/2021,purchase
"$1,000 - $15,000",Intuit Inc,False,5/16/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Josh Gottheimer,INTU,4/19/2022,purchase
"$1,000 - $15,000",Intuit Inc,False,9/3/2020,2020,WV01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017274.pdf,David B. McKinley,INTU,8/28/2020,sale_partial
"$15,000 - $50,000",Intuit Inc,False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,INTU,3/5/2020,sale_partial
"$1,000 - $15,000",Intuit Inc,False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,INTU,3/6/2020,sale_partial
"$1,000 - $15,000",Intuitive Surgical Inc,False,2/18/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf,Josh Gottheimer,ISRG,1/26/2022,sale_partial
"$1,000 - $15,000",Intuitive Surgical Inc,False,3/10/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Josh Gottheimer,ISRG,2/23/2021,sale_partial
"$1,000 - $15,000",Intuitive Surgical Inc,False,7/8/2022,2022,UT03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021342.pdf,John Curtis,ISRG,6/28/2022,sale_full
"$1,000 - $15,000",Intuitive Surgical Inc,False,2/11/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020423.pdf,Kathy Manning,ISRG,12/1/2021,sale_partial
"$1,000 - $15,000",Intuitive Surgical Inc,False,2/11/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020423.pdf,Kathy Manning,ISRG,5/4/2021,sale_partial
"$15,000 - $50,000",Intuitive Surgical Inc,False,3/3/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,Donald Sternoff Beyer,ISRG,2/28/2022,sale_full
"$1,000 - $15,000",Intuitive Surgical Inc,False,7/7/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021226.pdf,Kathy Manning,ISRG,6/10/2022,sale_partial
"$1,000 - $15,000",Intuitive Surgical Inc,False,3/4/2022,2022,NC06,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020481.pdf,Kathy Manning,ISRG,2/23/2022,purchase
"$1,000 - $15,000",Intuitive Surgical Inc,False,5/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf,Donald Sternoff Beyer,ISRG,4/27/2020,sale_full
"$1,000 - $15,000",Intuitive Surgical Inc,False,5/31/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,Donald Sternoff Beyer,ISRG,5/1/2020,sale_full
"$1,000 - $15,000",Intuitive Surgical Inc,False,5/31/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,Donald Sternoff Beyer,ISRG,5/7/2020,sale_full
"$1,000 - $15,000",Intuitive Surgical Inc,False,12/1/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,Donald Sternoff Beyer,ISRG,11/5/2020,purchase
"$1,000 - $15,000",Intuitive Surgical Inc,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,ISRG,1/28/2020,purchase
"$1,000 - $15,000",Intuitive Surgical Inc,False,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Donald Sternoff Beyer,ISRG,7/14/2020,sale_full
"$1,000 - $15,000",Intuitive Surgical Inc,False,1/2/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013832.pdf,Donald Sternoff Beyer,ISRG,12/23/2019,purchase
"$1,000 - $15,000",Intuitive Surgical Inc,False,5/13/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016556.pdf,Josh Gottheimer,ISRG,4/17/2020,sale_partial
"$1,000 - $15,000",Invesco Actively Managed Ex,False,8/12/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219165.pdf,"Charles J. ""Chuck"" Fleischmann",PDBC,7/21/2022,sale_full
"$1,000 - $15,000",Invesco Actively Managed Ex,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",PDBC,1/21/2021,purchase
"$1,000 - $15,000",Invesco Actively Managed Ex,False,2/11/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,"Charles J. ""Chuck"" Fleischmann",PDBC,1/24/2022,purchase
"$1,000 - $15,000",Invesco Actively Managed Ex,False,5/16/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,"Charles J. ""Chuck"" Fleischmann",PDBC,4/25/2022,purchase
"$1,000 - $15,000",Invesco Ltd,False,2/7/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014994.pdf,K. Michael Conaway,IVZ,12/12/2019,sale_full
"$1,000 - $15,000",Invesco Ltd,False,2/7/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015025.pdf,K. Michael Conaway,IVZ,1/16/2020,purchase
"$1,000 - $15,000",Invesco Preferred ETH,False,10/7/2021,2021,CA19,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019592.pdf,Zoe Lofgren,PGX,9/2/2021,purchase
"$1,000 - $15,000",Invesco QQQ Trust Series 1,False,10/17/2021,2021,TX17,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019345.pdf,Pete Sessions,QQQ,8/16/2021,purchase
"$1,000 - $15,000",Invesco QQQ Trust Series 3,False,2/11/2022,2022,TX17,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020443.pdf,Pete Sessions,QQQ,8/16/2021,purchase
"$15,000 - $50,000",Invesco QQQ Trust Series 4,False,6/20/2022,2022,GA14,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021248.pdf,Marjorie Taylor Greene,QQQ,6/10/2022,purchase
"$100,000 - $250,000",Invesco QQQ Trust Series 5,False,4/8/2022,2022,FL15,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218641.pdf,Scott Franklin,QQQ,3/21/2022,purchase
"$1,000 - $15,000",Invitation Homes Inc.,False,12/3/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017790.pdf,Katherine M. Clark,INVH,10/22/2020,sale_full
"$1,000 - $15,000",Invitation Homes Inc.,False,12/3/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017790.pdf,Katherine M. Clark,INVH,10/22/2020,sale_full
"$1,000 - $15,000",Invitation Homes Inc.,False,12/28/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017924.pdf,Katherine M. Clark,INVH,11/5/2020,sale_full
"$1,000 - $15,000",Invitation Homes Inc.,False,12/28/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017924.pdf,Katherine M. Clark,INVH,11/5/2020,sale_full
"$1,000 - $15,000","Ionis Pharmaceuticals, Inc.",False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,IONS,6/24/2019,sale_full
"$1,000 - $15,000","Ionis Pharmaceuticals, Inc.",False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,IONS,5/8/2019,purchase
"$1,000 - $15,000","IQVIA Holdings, Inc",False,5/12/2022,2022,OK01,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020995.pdf,Kevin Hern,IQV,4/22/2022,sale_full
"$15,000 - $50,000","IQVIA Holdings, Inc",False,10/7/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf,Kevin Hern,IQV,9/2/2021,purchase
"$100,000 - $250,000","IQVIA Holdings, Inc",False,6/15/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf,Kevin Hern,IQV,5/18/2021,purchase
"$1,000 - $15,000","IQVIA Holdings, Inc",False,6/15/2021,2021,OK01,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf,Kevin Hern,IQV,5/20/2021,purchase
"$1,000 - $15,000","IQVIA Holdings, Inc",False,6/15/2021,2021,OK01,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf,Kevin Hern,IQV,5/20/2021,purchase
"$1,000 - $15,000","IQVIA Holdings, Inc",False,6/15/2021,2021,OK01,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf,Kevin Hern,IQV,5/20/2021,purchase
"$1,000 - $15,000","IQVIA Holdings, Inc",False,6/15/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016555.pdf,Susie Lee,IQV,5/19/2020,sale_partial
"$1,000 - $15,000","IQVIA Holdings, Inc",False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,IQV,12/16/2020,purchase
"$1,000 - $15,000","IQVIA Holdings, Inc",False,7/10/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016887.pdf,Susie Lee,IQV,6/4/2020,sale_partial
"$1,000 - $15,000","IRHYTHM Technologies, Inc.",False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,IRTC,6/24/2019,sale_full
"$15,000 - $50,000",Iron Mountain Bond,False,7/20/2020,2020,CA47,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016997.pdf,Alan S. Lowenthal,--,6/29/2020,sale_full
"$1,000 - $15,000",Iron Mountain Inc,False,9/2/2022,2022,WV03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021633.pdf,Carol Devine Miller,IRM,3/4/2021,purchase
"$1,000 - $15,000",Iron Mountain Incorporated,False,4/16/2020,2020,CA39,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,Gilbert Cisneros,IRM,3/18/2020,sale_full
"$1,000 - $15,000",Iron Mountain Incorporated,False,8/15/2021,2021,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,Katherine M. Clark,IRM,7/27/2021,sale_full
"$1,000 - $15,000",Iron Mountain Incorporated,False,8/15/2021,2021,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,Katherine M. Clark,IRM,6/4/2021,sale_partial
"$1,000 - $15,000",Iron Mountain Incorporated,False,8/15/2021,2021,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,Katherine M. Clark,IRM,7/27/2021,sale_full
"$1,000 - $15,000",Iron Mountain Incorporated,False,8/15/2021,2021,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,Katherine M. Clark,IRM,6/4/2021,sale_partial
"$1,000 - $15,000",Iron Mountain Incorporated,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,IRM,3/6/2019,sale_full
"$1,000 - $15,000",Iron Mountain Incorporated,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,IRM,2/20/2019,sale_partial
"$15,000 - $50,000",Iron Mountain Incorporated,False,9/14/2020,2020,WV03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017362.pdf,Carol Devine Miller,IRM,7/28/2020,purchase
"$1,000 - $15,000",Iron Mountain Incorporated,False,12/28/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017924.pdf,Katherine M. Clark,IRM,11/5/2020,purchase
"$1,000 - $15,000",Iron Mountain Incorporated,False,12/28/2020,2020,MA05,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017924.pdf,Katherine M. Clark,IRM,11/5/2020,purchase
"$1,000 - $15,000",ironSource Ltd Class A Ordinary Shares,False,1/8/2022,2022,NC02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020182.pdf,Deborah K. Ross,IS,12/31/2021,purchase
"$1,000 - $15,000",iSelect Fund B St. Louis Inc,False,9/28/2021,2021,KS01,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218371.pdf,Roger W. Marshall,--,9/9/2018,purchase
"$1,000 - $15,000",iSelect Fund B St. Louis Inc,False,9/28/2021,2021,KS01,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218371.pdf,Roger W. Marshall,--,9/8/2018,purchase
"$1,000 - $15,000",ISH USD High Yield Corporate bond,False,8/27/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017260.pdf,Joe Courtney,--,8/7/2020,purchase
"$1,000 - $15,000",iShare MSCI ACWI ex US Telecommunication Services ETF,False,2/1/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,Donald Sternoff Beyer,AXTE,1/27/2022,sale_full
"$1,000 - $15,000",iShare TR Bonds Dec 2024 TER,False,8/12/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219165.pdf,"Charles J. ""Chuck"" Fleischmann",IBDP,7/21/2022,purchase
"$1,000 - $15,000",iShare US Telecommunications ETF,False,1/1/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020047.pdf,Donald Sternoff Beyer,IYZ,12/22/2021,purchase
"$1,000 - $15,000",iShares 20+ Year Treasury Bond ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,TLT,10/9/2020,purchase
"$1,000 - $15,000",iShares 7-10 Year Treasury Bond ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,IEF,10/9/2020,purchase
"$1,000 - $15,000",iShares Bonds Dec 2022 Term T,False,2/11/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,"Charles J. ""Chuck"" Fleischmann",IBTB,1/24/2022,sale_full
"$1,000 - $15,000",iShares Bonds Dec 2025 Term T,False,2/11/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,"Charles J. ""Chuck"" Fleischmann",IBTF,1/24/2022,purchase
"$1,000 - $15,000",iShares Bonds Dec 2026 Term T,False,2/11/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,"Charles J. ""Chuck"" Fleischmann",IBTG,1/24/2022,purchase
"$50,000 - $100,000",iShares Core Dividend Growth ETF,False,9/8/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,K. Michael Conaway,DGRO,8/10/2020,purchase
"$15,000 - $50,000",iShares Core Dividend Growth ETF,False,5/4/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf,K. Michael Conaway,DGRO,4/22/2020,purchase
"$15,000 - $50,000",iShares Core Dividend Growth ETF,False,5/4/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf,K. Michael Conaway,DGRO,4/6/2020,purchase
"$1,000 - $15,000",iShares Core Dividend Growth ETF,False,5/4/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf,K. Michael Conaway,DGRO,4/6/2020,purchase
"$1,000 - $15,000",iShares Core Dividend Growth ETF,False,5/4/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf,K. Michael Conaway,DGRO,4/6/2020,purchase
"$250,000 - $500,000",iShares Core Dividend Growth ETF,False,9/15/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf,Kevin Hern,DGRO,7/1/2021,purchase
"$1,000 - $15,000",iShares Core Dividend Growth ETF,False,10/7/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf,Kevin Hern,DGRO,9/30/2021,purchase
"$1,000 - $15,000",iShares Core Dividend Growth ETF,False,10/7/2021,2021,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf,Kevin Hern,DGRO,9/30/2021,purchase
"$1,000 - $15,000",iShares Core MSCI EAFE ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,IEFA,10/9/2020,purchase
"$15,000 - $50,000",iShares Core S&P 500 ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,IVV,10/9/2020,purchase
"$1,000 - $15,000",iShares Core S&P Small-Cap ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,IJR,10/9/2020,purchase
"$15,000 - $50,000",IShares Core S&P Total U.S. Stock Market ETF,False,6/9/2020,2020,TX11,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016729.pdf,K. Michael Conaway,ITOT,5/19/2020,purchase
"$1,000 - $15,000",iShares ESg Aware MSCI USA ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,ESGU,10/9/2020,purchase
"$1,000 - $15,000",iShares Global Healthcare ETF,False,1/1/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020047.pdf,Donald Sternoff Beyer,IXJ,12/22/2021,purchase
"$1,000 - $15,000",iShares Gold Trust,False,5/12/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218027.pdf,"Charles J. ""Chuck"" Fleischmann",IAU,4/22/2021,purchase
"$1,000 - $15,000",iShares Gold Trust,False,11/24/2020,2020,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217737.pdf,"Charles J. ""Chuck"" Fleischmann",IAU,10/22/2020,purchase
"$1,000 - $15,000",iShares Gold Trust,False,8/12/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219165.pdf,"Charles J. ""Chuck"" Fleischmann",IAU,7/21/2022,sale_full
"$1,000 - $15,000",iShares Gold Trust,False,2/11/2022,2022,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218565.pdf,"Charles J. ""Chuck"" Fleischmann",IAU,1/24/2022,sale_full
"$1,000 - $15,000",iShares Gold Trust,False,5/31/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,Donald Sternoff Beyer,IAU,5/8/2020,sale_full
"$1,000 - $15,000",iShares Gold Trust,False,12/1/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,Donald Sternoff Beyer,IAU,11/3/2020,purchase
"$1,000 - $15,000",iShares Gold Trust,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IAU,1/21/2021,sale_full
"$15,000 - $50,000",iShares Gold Trust,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,Donald Sternoff Beyer,IAU,2/14/2020,purchase
"$1,000 - $15,000",iShares Gold Trust,False,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Donald Sternoff Beyer,IAU,7/14/2020,sale_full
"$1,000 - $15,000",iShares Gold Trust,False,4/1/2021,2021,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018431.pdf,Donald Sternoff Honorable Beyer,IAU,3/11/2021,sale_full
"$1,000 - $15,000",iShares Gold Trust,False,4/7/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016371.pdf,Donald Sternoff Beyer,IAU,3/12/2020,purchase
"$1,000 - $15,000",iShares Gold Trust,False,9/2/2021,2021,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019339.pdf,Donald Sternoff Honorable Beyer,IAU,8/5/2021,sale_full
"$1,000 - $15,000",iShares Gold Trust,False,3/3/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,Donald Sternoff Beyer,IAU,2/28/2022,sale_full
"$1,000 - $15,000",iShares iBonds Dec 2022 Term Treasury ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBTB,1/21/2021,purchase
"$1,000 - $15,000",iShares iBonds Dec 2023 Term Corporate ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBDO,1/21/2021,sale_full
"$1,000 - $15,000",iShares iBonds DEC 2023 TERM T,False,8/17/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,"Charles J. ""Chuck"" Fleischmann",IBTD,7/22/2021,sale_full
"$1,000 - $15,000",iShares iBonds Dec 2023 Term Treasury ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBTD,1/21/2021,purchase
"$1,000 - $15,000",iShares iBonds Dec 2026 Term Treasury ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBTG,1/21/2021,sale_full
"$1,000 - $15,000",iShares iBonds Dec 2027 Term Treasury ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBTH,1/21/2021,sale_full
"$1,000 - $15,000",iShares iBonds Dec 2028 Term Treasury ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBTI,1/21/2021,sale_full
"$1,000 - $15,000",iShares iBonds Dec 2029 Term Treasury ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",IBTJ,1/21/2021,sale_full
"$1,000 - $15,000",iShares iBoxx $ Inv Grade Corporate Bond ETF,False,3/3/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217884.pdf,"Charles J. ""Chuck"" Fleischmann",LQD,1/21/2021,sale_full
"$1,000 - $15,000",iShares Inc Core MSCI EMERGING,False,11/24/2020,2020,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217737.pdf,"Charles J. ""Chuck"" Fleischmann",IEMG,10/22/2020,purchase
"$1,000 - $15,000",iShares Inc Core MSCI EMERGING,False,8/17/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,"Charles J. ""Chuck"" Fleischmann",IEMG,7/22/2021,sale_full
"$1,000 - $15,000",iShares Inc Core MSCI EMERGING,False,5/12/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218027.pdf,"Charles J. ""Chuck"" Fleischmann",IEMG,4/22/2021,purchase
"$1,000 - $15,000",IShares Inc MSCI Emerging MK,False,11/12/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218436.pdf,"Charles J. ""Chuck"" Fleischmann",EMXC,10/25/2021,sale_full
"$1,000 - $15,000",IShares Inc MSCI Emerging MK,False,8/17/2021,2021,TN03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,"Charles J. ""Chuck"" Fleischmann",EMXC,7/22/2021,purchase
"$1,000 - $15,000",iShares International Select Dividend ETF,False,11/6/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017600.pdf,Joe Courtney,IDV,10/9/2020,sale_full
"$1,000 - $15,000",iShares MSCI ACWI ex US Healthcare ETF,False,2/1/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,Donald Sternoff Beyer,AXHE,1/27/2022,sale_full
